取得時刻,職業,定員,開始,終了,体験時間,残席
2026/07/10 18:31:02,㉒ボートレーサー,2,19:00,19:29,30,1
2026/07/10 18:31:02,㉒ボートレーサー,2,19:30,19:59,30,0
2026/07/10 18:31:02,㉓eスポーツ[体験=たいけん],4,15:30,15:59,30,2
2026/07/10 18:31:02,㉓eスポーツ[体験=たいけん],4,16:00,16:29,30,1
2026/07/10 18:31:02,㉓eスポーツ[体験=たいけん],4,16:30,16:59,30,4
2026/07/10 18:31:02,㉓eスポーツ[体験=たいけん],4,17:00,17:29,30,3
2026/07/10 18:31:02,㉓eスポーツ[体験=たいけん],4,17:30,17:59,30,2
2026/07/10 18:31:02,㉔モノレール[運転士=うんてんし],5,17:35,17:59,25,0
2026/07/10 18:31:02,㉔モノレール[運転士=うんてんし],5,18:05,18:29,25,0
2026/07/10 18:31:02,㉔モノレール[運転士=うんてんし],5,18:35,18:59,25,4
2026/07/10 18:31:02,㉔モノレール[運転士=うんてんし],5,19:05,19:29,25,1
2026/07/10 18:31:02,㉕おかしクリエイター,6,17:30,17:59,30,0
2026/07/10 18:31:02,㉕おかしクリエイター,6,18:00,18:29,30,0
2026/07/10 18:31:02,㉕おかしクリエイター,6,18:30,18:59,30,1
2026/07/10 18:31:02,㉕おかしクリエイター,6,19:00,19:29,30,1
2026/07/10 18:31:02,㉕おかしクリエイター,6,19:30,19:59,30,0
2026/07/10 18:31:02,㉖[消防士=しょうぼうし],4,15:30,15:59,30,4
2026/07/10 18:31:02,㉖[消防士=しょうぼうし],4,16:00,16:29,30,3
2026/07/10 18:31:02,㉖[消防士=しょうぼうし],4,16:30,16:59,30,3
2026/07/10 18:31:02,㉖[消防士=しょうぼうし],4,17:00,17:29,30,0
2026/07/10 18:31:02,㉘ピックアップクルー,6,18:00,18:29,30,5
2026/07/10 18:31:02,㉘ピックアップクルー,6,18:30,18:59,30,2
2026/07/10 18:31:02,㉘ピックアップクルー,6,19:00,19:29,30,6
2026/07/10 18:31:02,㉘ピックアップクルー,6,19:30,19:59,30,6
2026/07/10 18:31:02,㉙[銀=ぎん]だこ[職人=しょくにん],4,15:30,15:59,30,0
2026/07/10 18:31:02,㉙[銀=ぎん]だこ[職人=しょくにん],4,16:10,16:39,30,0
2026/07/10 18:31:02,㉙[銀=ぎん]だこ[職人=しょくにん],4,16:50,17:19,30,4
2026/07/10 18:31:02,㉙[銀=ぎん]だこ[職人=しょくにん],4,17:30,17:59,30,0
2026/07/10 18:31:02,㉙[銀=ぎん]だこ[職人=しょくにん],4,18:10,18:39,30,0
2026/07/10 18:31:02,㉙[銀=ぎん]だこ[職人=しょくにん],4,18:50,19:19,30,4
2026/07/10 18:31:02,㉚アイスクリームメーカー,6,17:30,17:59,30,0
2026/07/10 18:31:02,㉚アイスクリームメーカー,6,18:00,18:29,30,0
2026/07/10 18:31:02,㉚アイスクリームメーカー,6,18:30,18:59,30,0
2026/07/10 18:31:02,㉚アイスクリームメーカー,6,19:00,19:29,30,0
2026/07/10 18:31:02,㉚アイスクリームメーカー,6,19:30,19:59,30,0
2026/07/10 18:31:02,㉛[植物工場=しょくぶつこうじょう]スタッフ,4,15:30,15:59,30,4
2026/07/10 18:31:02,㉛[植物工場=しょくぶつこうじょう]スタッフ,4,16:30,16:59,30,4
2026/07/10 18:31:02,㉛[植物工場=しょくぶつこうじょう]スタッフ,4,17:30,17:59,30,4
2026/07/10 18:31:02,㉛[植物工場=しょくぶつこうじょう]スタッフ,4,18:30,18:59,30,4
2026/07/10 18:31:02,㉜カフェ[店長=てんちょう],4,17:00,17:29,30,0
2026/07/10 18:31:02,㉜カフェ[店長=てんちょう],4,17:30,17:59,30,0
2026/07/10 18:31:02,㉜カフェ[店長=てんちょう],4,18:00,18:29,30,0
2026/07/10 18:31:02,㉜カフェ[店長=てんちょう],4,18:30,18:59,30,0
2026/07/10 18:31:02,㉜カフェ[店長=てんちょう],4,19:00,19:29,30,0
2026/07/10 18:31:02,㉜カフェ[店長=てんちょう],4,19:30,19:59,30,0
2026/07/10 18:31:02,㉟[投資家=とうしか],4,16:00,16:29,30,4
2026/07/10 18:31:02,㉟[投資家=とうしか],4,17:00,17:29,30,3
2026/07/10 18:31:02,㉟[投資家=とうしか],4,18:00,18:29,30,4
2026/07/10 18:31:02,㉟[投資家=とうしか],4,19:00,19:29,30,4
2026/07/10 18:31:02,㉟[銀行員=ぎんこういん] ,2,15:30,15:44,15,2
2026/07/10 18:31:02,㉟[銀行員=ぎんこういん] ,2,16:30,16:44,15,2
2026/07/10 18:31:02,㉟[銀行員=ぎんこういん] ,2,17:30,17:44,15,0
2026/07/10 18:31:02,㉟[銀行員=ぎんこういん] ,2,18:30,18:44,15,0
2026/07/10 18:31:02,㊲イマーシブファイアファイタ,6,15:30,15:59,30,6
2026/07/10 18:31:02,㊲イマーシブファイアファイタ,6,16:00,16:29,30,4
2026/07/10 18:31:02,㊲イマーシブファイアファイタ,6,16:30,16:59,30,3
2026/07/10 18:31:02,㊲イマーシブファイアファイタ,6,17:00,17:29,30,2
2026/07/10 18:31:02,㊳ユーチューバー,2,15:30,15:59,30,2
2026/07/10 18:31:02,㊳ユーチューバー,2,16:00,16:29,30,1
2026/07/10 18:31:02,㊴ビスコ[研究員=けんきゅういん],8,18:30,19:14,45,8
2026/07/10 18:31:02,㊴ビスコ[研究員=けんきゅういん],8,19:15,19:59,45,8
2026/07/10 18:31:02,㊵ヘアスタイリスト,6,17:30,17:59,30,0
2026/07/10 18:31:02,㊵ヘアスタイリスト,6,18:00,18:29,30,4
2026/07/10 18:31:02,㊵ヘアスタイリスト,6,18:30,18:59,30,2
2026/07/10 18:31:02,㊶モデル,6,15:30,16:24,55,1
2026/07/10 18:31:02,㊶モデル,6,16:25,17:19,55,0
2026/07/10 18:31:02,㊶モデル,6,17:20,18:14,55,3
